Township,Date,Air Temp. Avg. (°C),Air Temp. Min. (°C),Air Temp. Max. (°C),Precip. (mm),Precip. Accumulated (mm),Relative Humidity Avg. (%),Modelled Snow Water Equiv. (mm),Incoming Solar Rad. Total (MJ/m2),Wind Speed 10 m Avg. (km/h)
T083R22W5,2012-10-09,2.68,-1.54,6.90,2.09,873.10,89.84,0.00,3.70,
T083R22W5,2012-10-10,-3.465,-6.42,-0.51,0.60,873.70,83.72,0.37,5.58,
T083R22W5,2012-10-11,-4.945,-7.20,-2.69,1.69,875.39,84.58,2.29,3.76,
T083R22W5,2012-10-12,-2.925,-4.89,-0.96,4.39,879.78,94.60,7.44,4.54,
T083R22W5,2012-10-13,3.655,-2.88,10.19,0.10,879.88,86.37,5.37,6.90,
T083R22W5,2012-10-14,4.43,-1.27,10.13,3.09,882.97,86.63,0.00,3.23,
T083R22W5,2012-10-15,7.77,2.15,13.39,0.00,882.97,60.54,0.00,7.95,
T083R22W5,2012-10-16,5.99,1.77,10.21,1.30,884.27,75.96,0.00,4.54,
T083R22W5,2012-10-17,3.01,-2.00,8.02,1.60,885.87,72.14,0.00,8.47,
T083R22W5,2012-10-18,3.79,-1.98,9.56,0.00,885.87,68.08,0.00,5.10,
T083R22W5,2012-10-19,1.9,-0.87,4.67,11.17,897.04,93.15,13.28,1.64,
T083R22W5,2012-10-20,-3.275,-5.82,-0.73,2.49,899.53,93.84,16.18,2.93,
T083R22W5,2012-10-21,-6.59,-8.01,-5.17,0.80,900.33,88.04,17.06,5.72,
T083R22W5,2012-10-22,-6.1,-8.49,-3.71,1.40,901.73,90.08,18.66,4.93,
T083R22W5,2012-10-23,-4.22,-5.45,-2.99,0.70,902.43,92.36,19.42,3.69,
T083R22W5,2012-10-24,-4.565,-5.87,-3.26,0.50,902.93,91.28,19.94,4.43,
T083R22W5,2012-10-25,-5.315,-7.28,-3.35,0.80,903.73,89.14,20.83,4.32,
T083R22W5,2012-10-26,-7.985,-10.03,-5.94,0.70,904.43,89.46,21.61,4.43,
T083R22W5,2012-10-27,-7.295,-10.36,-4.23,4.59,909.02,91.33,27.05,4.40,
T083R22W5,2012-10-28,-9.16,-12.95,-5.37,4.59,913.61,88.71,32.50,4.51,
T083R22W5,2012-10-29,-13.22,-15.18,-11.26,2.09,915.70,86.29,34.98,3.65,
T083R22W5,2012-10-30,-17.68,-23.76,-11.60,1.50,917.20,85.75,36.74,6.86,
T083R22W5,2012-10-31,-16.79,-26.48,-7.10,0.00,917.20,83.65,36.71,5.12,
T083R22W5,2012-11-01,-6.79,-8.29,-5.29,0.00,917.20,88.82,36.66,3.56,
T083R22W5,2012-11-02,-5.58,-7.34,-3.82,0.10,917.30,91.97,36.73,3.04,
T083R22W5,2012-11-03,-3.125,-6.48,0.23,1.95,919.25,92.49,39.02,3.60,
T083R22W5,2012-11-04,-2.81,-9.38,3.76,0.51,919.76,93.14,39.59,3.07,
T083R22W5,2012-11-05,4.51,1.83,7.19,0.21,919.97,59.86,39.73,5.61,
T083R22W5,2012-11-06,-0.745,-5.47,3.98,0.00,919.97,73.59,39.68,4.84,
T083R22W5,2012-11-07,-5.08,-7.91,-2.25,0.00,919.97,88.56,39.64,1.71,
T083R22W5,2012-11-08,-8.59,-9.84,-7.34,0.10,920.07,85.46,39.73,2.69,
T083R22W5,2012-11-09,-13.285,-16.97,-9.60,0.10,920.17,84.65,39.83,3.35,
T083R22W5,2012-11-10,-15.01,-19.36,-10.66,0.00,920.17,83.82,39.81,4.92,
T083R22W5,2012-11-11,-8.085,-13.72,-2.45,0.10,920.27,77.35,39.91,3.08,
T083R22W5,2012-11-12,-5.585,-10.01,-1.16,0.31,920.58,83.13,40.25,2.07,
T083R22W5,2012-11-13,-9.19,-11.57,-6.81,1.34,921.92,87.91,41.83,2.28,
T083R22W5,2012-11-14,-8.55,-12.57,-4.53,0.00,921.92,81.77,41.80,2.65,
T083R22W5,2012-11-15,-1.2,-6.43,4.03,0.00,921.92,72.41,41.77,3.36,
T083R22W5,2012-11-16,-4.335,-10.32,1.65,0.00,921.92,83.34,41.75,3.33,
T083R22W5,2012-11-17,-11.245,-13.11,-9.38,0.00,921.92,90.71,41.74,1.82,
T083R22W5,2012-11-18,-13.03,-15.23,-10.83,0.21,922.13,86.49,41.97,2.41,
T083R22W5,2012-11-19,-15.925,-17.38,-14.47,1.34,923.47,82.98,43.56,1.66,
T083R22W5,2012-11-20,-17.9,-20.96,-14.84,2.36,925.83,83.88,46.39,2.20,
T083R22W5,2012-11-21,-18.965,-21.44,-16.49,0.92,926.75,82.29,47.49,3.22,
T083R22W5,2012-11-22,-19.395,-24.23,-14.56,0.41,927.16,83.56,47.98,3.51,
T083R22W5,2012-11-23,-14.03,-17.82,-10.24,0.00,927.16,86.12,47.97,1.92,
T083R22W5,2012-11-24,-15.37,-18.89,-11.85,0.00,927.16,77.56,47.96,2.28,
T083R22W5,2012-11-25,-14.58,-16.35,-12.81,0.10,927.26,83.80,48.08,2.12,
T083R22W5,2012-11-26,-13.925,-15.67,-12.18,0.51,927.77,85.07,48.69,1.84,
T083R22W5,2012-11-27,-15.015,-19.42,-10.61,0.31,928.08,85.63,49.06,3.13,
T083R22W5,2012-11-28,-17.07,-18.85,-15.29,1.34,929.42,80.28,50.66,1.55,
T083R22W5,2012-11-29,-17.22,-18.84,-15.60,5.14,934.56,82.50,56.82,1.62,
T083R22W5,2012-11-30,-17.995,-19.76,-16.23,2.88,937.44,81.76,60.27,1.47,
T083R22W5,2012-12-01,-18.99,-19.75,-18.23,3.21,940.65,81.79,64.12,1.42,
T083R22W5,2012-12-02,-17.9,-19.07,-16.73,1.07,941.72,82.24,65.40,1.75,
T083R22W5,2012-12-03,-18.04,-21.98,-14.10,0.68,942.40,84.37,66.22,1.60,
T083R22W5,2012-12-04,-16.72,-21.94,-11.50,2.72,945.12,86.63,69.48,1.07,
T083R22W5,2012-12-05,-21.305,-25.23,-17.38,0.29,945.41,81.21,69.83,1.42,
T083R22W5,2012-12-06,-25.09,-30.97,-19.21,0.19,945.60,79.29,70.07,1.51,
T083R22W5,2012-12-07,-19.345,-22.15,-16.54,0.29,945.89,84.67,70.42,1.56,
T083R22W5,2012-12-08,-25.985,-30.89,-21.08,0.19,946.08,78.64,70.65,2.49,
T083R22W5,2012-12-09,-21.475,-32.30,-10.65,1.26,947.34,81.78,72.17,1.42,
T083R22W5,2012-12-10,-13.22,-19.53,-6.91,0.49,947.83,86.09,72.75,1.83,
T083R22W5,2012-12-11,-13.615,-19.98,-7.25,5.15,952.98,86.44,78.94,1.37,
T083R22W5,2012-12-12,-21.59,-24.47,-18.71,1.17,954.15,80.70,80.34,2.42,
T083R22W5,2012-12-13,-11.155,-21.60,-0.71,0.68,954.83,82.46,81.15,1.68,
T083R22W5,2012-12-14,-7.96,-13.35,-2.57,0.00,954.83,84.66,81.15,2.49,
T083R22W5,2012-12-15,-13.27,-17.44,-9.10,0.00,954.83,82.36,81.15,1.85,
T083R22W5,2012-12-16,-11.215,-15.40,-7.03,0.00,954.83,80.68,81.15,2.36,
T083R22W5,2012-12-17,-17.265,-21.96,-12.57,0.19,955.02,84.95,81.39,1.34,
T083R22W5,2012-12-18,-20.865,-25.76,-15.97,1.26,956.28,83.06,82.90,2.53,
T083R22W5,2012-12-19,-21.545,-27.22,-15.87,0.00,956.28,80.56,82.90,2.86,
T083R22W5,2012-12-20,-18.255,-21.11,-15.40,0.19,956.47,81.68,83.14,1.16,
T083R22W5,2012-12-21,-24.52,-29.94,-19.10,0.39,956.86,79.02,83.60,1.58,
T083R22W5,2012-12-22,-24.725,-30.16,-19.29,1.94,958.80,80.36,85.94,1.41,
T083R22W5,2012-12-23,-22.1,-23.73,-20.47,1.26,960.06,79.09,87.45,1.42,
T083R22W5,2012-12-24,-25.09,-29.05,-21.13,0.39,960.45,77.65,87.92,1.87,
T083R22W5,2012-12-25,-28.675,-32.72,-24.63,0.00,960.45,75.84,87.92,1.98,
T083R22W5,2012-12-26,-27.5,-32.78,-22.22,0.39,960.84,76.54,88.39,1.39,
T083R22W5,2012-12-27,-27.99,-31.96,-24.02,0.00,960.84,75.86,88.39,2.16,
T083R22W5,2012-12-28,-20.69,-31.62,-9.76,2.72,963.56,81.52,91.65,1.88,
T083R22W5,2012-12-29,-9.135,-14.17,-4.10,0.10,963.66,87.28,91.77,1.41,
T083R22W5,2012-12-30,-12.21,-16.47,-7.95,0.00,963.66,87.43,91.77,1.79,
T083R22W5,2012-12-31,-6.07,-12.34,0.20,0.00,963.66,81.45,91.77,2.04,
T083R22W5,2013-01-01,-5.555,-10.89,-0.22,0.00,963.66,69.81,91.77,2.80,
T083R22W5,2013-01-02,-6.31,-11.77,-0.85,0.00,963.66,69.85,91.77,2.20,
T083R22W5,2013-01-03,-3.885,-10.37,2.60,0.00,963.66,73.51,91.77,2.66,
T083R22W5,2013-01-04,-9.275,-13.74,-4.81,0.00,963.66,89.86,91.77,2.29,
T083R22W5,2013-01-05,-9.105,-13.81,-4.40,0.00,963.66,91.56,91.77,1.55,
T083R22W5,2013-01-06,-5.455,-9.27,-1.64,0.00,963.66,85.80,91.77,2.38,
T083R22W5,2013-01-07,-8.605,-13.56,-3.65,3.10,966.76,86.72,95.49,1.85,
T083R22W5,2013-01-08,-9.51,-15.03,-3.99,3.10,969.86,87.46,99.20,2.76,
T083R22W5,2013-01-09,-12.47,-15.86,-9.08,0.00,969.86,86.62,99.20,1.88,
T083R22W5,2013-01-10,-18.835,-22.35,-15.32,0.00,969.86,81.61,99.20,2.19,
T083R22W5,2013-01-11,-21.86,-27.73,-15.99,0.00,969.86,82.49,99.20,2.52,
T083R22W5,2013-01-12,-17.38,-22.63,-12.13,0.00,969.86,83.29,99.20,1.72,
T083R22W5,2013-01-13,-18.575,-25.11,-12.04,1.00,970.86,86.50,100.39,1.70,
T083R22W5,2013-01-14,-4.665,-12.73,3.40,1.11,971.97,85.20,101.71,1.54,
T083R22W5,2013-01-15,3.89,1.37,6.41,0.00,971.97,64.54,101.70,1.52,
T083R22W5,2013-01-16,-3.005,-8.01,2.00,1.99,973.96,91.94,104.08,1.40,
T083R22W5,2013-01-17,-1.47,-7.25,4.31,6.19,980.15,83.84,111.50,1.37,
T083R22W5,2013-01-18,-5.91,-15.97,4.15,0.11,980.26,76.14,111.63,1.91,
T083R22W5,2013-01-19,-22.75,-29.71,-15.79,0.33,980.59,78.17,112.02,1.69,
T083R22W5,2013-01-20,-25.83,-32.88,-18.78,0.22,980.81,73.14,112.28,2.33,
T083R22W5,2013-01-21,-16.48,-18.82,-14.14,3.98,984.79,83.02,117.05,2.25,
T083R22W5,2013-01-22,-16.515,-18.97,-14.06,2.10,986.89,85.30,119.57,2.14,
T083R22W5,2013-01-23,-16.425,-21.08,-11.77,5.20,992.09,84.71,125.79,1.90,
T083R22W5,2013-01-24,-13.285,-18.31,-8.26,2.88,994.97,87.33,129.23,4.35,
T083R22W5,2013-01-25,-8.63,-15.08,-2.18,1.22,996.19,86.67,130.68,4.20,
T083R22W5,2013-01-26,-7.885,-12.89,-2.88,0.33,996.52,79.34,131.05,4.63,
T083R22W5,2013-01-27,-11.84,-18.52,-5.16,0.00,996.52,83.35,131.04,3.37,
T083R22W5,2013-01-28,-23.855,-29.33,-18.38,0.00,996.52,72.90,131.03,3.55,
T083R22W5,2013-01-29,-29.8,-33.17,-26.43,0.22,996.74,69.69,131.29,3.55,
T083R22W5,2013-01-30,-24.535,-27.19,-21.88,1.88,998.62,72.62,133.53,2.88,
T083R22W5,2013-01-31,-18.635,-23.68,-13.59,0.66,999.28,80.15,134.32,2.92,
T083R22W5,2013-02-01,-7.23,-15.40,0.94,0.34,999.62,81.99,134.70,3.83,
T083R22W5,2013-02-02,-6.625,-10.98,-2.27,0.11,999.73,87.57,134.80,3.10,
T083R22W5,2013-02-03,-9.35,-15.60,-3.10,1.15,1000.88,87.00,136.15,4.99,
T083R22W5,2013-02-04,-5.2,-10.52,0.12,1.84,1002.72,85.17,138.32,3.97,
T083R22W5,2013-02-05,-12.175,-17.46,-6.89,0.11,1002.83,86.51,138.43,3.60,
T083R22W5,2013-02-06,-10.745,-15.55,-5.94,1.15,1003.98,87.22,139.78,4.12,
T083R22W5,2013-02-07,-12.805,-19.71,-5.90,0.00,1003.98,88.12,139.74,5.18,
T083R22W5,2013-02-08,-5.83,-13.28,1.62,0.00,1003.98,80.48,139.70,5.98,
T083R22W5,2013-02-09,-4.4,-10.54,1.74,0.00,1003.98,75.23,139.64,6.09,
T083R22W5,2013-02-10,-4.14,-13.54,5.26,0.00,1003.98,76.67,139.59,6.47,
T083R22W5,2013-02-11,0.325,-3.27,3.92,0.00,1003.98,66.71,139.52,5.38,
T083R22W5,2013-02-12,-2.045,-6.70,2.61,0.92,1004.90,83.43,140.56,4.10,
T083R22W5,2013-02-13,-6.925,-14.60,0.75,1.26,1006.16,79.85,142.02,6.47,
T083R22W5,2013-02-14,-9.39,-15.88,-2.90,0.00,1006.16,74.60,141.97,7.13,
T083R22W5,2013-02-15,-0.72,-7.65,6.21,0.00,1006.16,72.61,141.89,5.05,
T083R22W5,2013-02-16,1.42,-1.76,4.60,0.00,1006.16,73.69,141.80,5.61,
T083R22W5,2013-02-17,-6.72,-13.82,0.38,0.11,1006.27,79.57,141.87,6.89,
T083R22W5,2013-02-18,-8.185,-12.73,-3.64,0.00,1006.27,83.49,141.81,6.32,
T083R22W5,2013-02-19,-7.925,-10.52,-5.33,2.18,1008.45,89.64,144.36,5.95,
T083R22W5,2013-02-20,-7.23,-12.33,-2.13,0.23,1008.68,81.30,144.57,7.39,
T083R22W5,2013-02-21,-1.735,-6.51,3.04,0.00,1008.68,66.08,144.47,8.23,
T083R22W5,2013-02-22,-5.19,-9.30,-1.08,0.00,1008.68,77.36,144.39,5.51,
T083R22W5,2013-02-23,-9.385,-15.46,-3.31,0.46,1009.14,80.53,144.87,8.04,
T083R22W5,2013-02-24,-6.105,-13.47,1.26,0.00,1009.14,76.08,144.78,5.59,
T083R22W5,2013-02-25,-6.65,-13.88,0.58,0.34,1009.48,81.07,145.11,8.09,
T083R22W5,2013-02-26,-7.575,-14.72,-0.43,0.00,1009.48,79.70,145.02,9.74,
T083R22W5,2013-02-27,-4.655,-11.57,2.26,0.00,1009.48,78.10,144.92,9.03,
T083R22W5,2013-02-28,-2.29,-7.82,3.24,0.00,1009.48,67.96,144.80,10.00,
T083R22W5,2013-03-01,-2.05,-7.48,3.38,0.00,1009.48,61.87,144.68,9.85,
T083R22W5,2013-03-02,-2.525,-10.04,4.99,0.00,1009.48,64.12,144.56,9.58,
T083R22W5,2013-03-03,-3.99,-8.05,0.07,0.00,1009.48,67.37,144.44,9.81,
T083R22W5,2013-03-04,-7.02,-12.97,-1.07,0.00,1009.48,84.31,144.33,8.03,
T083R22W5,2013-03-05,-9.605,-17.05,-2.16,0.00,1009.48,83.92,144.24,10.86,
T083R22W5,2013-03-06,-13.08,-17.38,-8.78,0.00,1009.48,82.85,144.16,9.88,
T083R22W5,2013-03-07,-12.085,-17.17,-7.00,0.00,1009.48,76.59,144.07,10.80,
T083R22W5,2013-03-08,-10.415,-19.39,-1.44,0.00,1009.48,73.49,143.97,12.55,
T083R22W5,2013-03-09,-7.74,-16.70,1.22,0.00,1009.48,69.98,143.85,9.49,
T083R22W5,2013-03-10,0.17,-2.31,2.65,0.00,1009.48,60.74,143.68,9.95,
T083R22W5,2013-03-11,-3.13,-8.20,1.94,0.00,1009.48,76.63,143.53,12.25,
T083R22W5,2013-03-12,-8.965,-14.09,-3.84,0.69,1010.17,78.11,144.25,10.80,
T083R22W5,2013-03-13,-17.06,-20.64,-13.48,2.78,1012.95,81.14,147.50,7.93,
T083R22W5,2013-03-14,-17.91,-20.97,-14.85,1.16,1014.11,79.17,148.81,9.66,
T083R22W5,2013-03-15,-15.64,-18.67,-12.61,3.01,1017.12,75.55,152.34,12.95,
T083R22W5,2013-03-16,-14.925,-18.54,-11.31,2.66,1019.78,79.99,155.43,11.47,
T083R22W5,2013-03-17,-19.3,-26.85,-11.75,0.00,1019.78,78.21,155.36,13.71,
T083R22W5,2013-03-18,-18.09,-25.57,-10.61,0.00,1019.78,72.26,155.28,15.27,
T083R22W5,2013-03-19,-11.365,-20.76,-1.97,0.00,1019.78,74.07,155.16,14.31,
T083R22W5,2013-03-20,-4.745,-8.17,-1.32,0.00,1019.78,67.51,154.99,10.77,
T083R22W5,2013-03-21,-9.2,-13.86,-4.54,1.85,1021.63,78.77,157.07,11.54,
T083R22W5,2013-03-22,-14.93,-21.64,-8.22,0.12,1021.75,69.43,157.10,16.21,
T083R22W5,2013-03-23,-14.255,-25.27,-3.24,0.00,1021.75,63.91,156.99,16.60,
T083R22W5,2013-03-24,-9.3,-18.99,0.39,0.00,1021.75,60.96,156.84,16.27,
T083R22W5,2013-03-25,-6.605,-16.46,3.25,0.00,1021.75,60.22,156.66,16.57,
T083R22W5,2013-03-26,-1.145,-9.10,6.81,0.00,1021.75,61.82,156.44,16.03,
T083R22W5,2013-03-27,0.105,-6.74,6.95,0.00,1021.75,66.72,156.20,17.13,
T083R22W5,2013-03-28,-1.365,-10.19,7.46,0.00,1021.75,63.80,155.97,15.54,
T083R22W5,2013-03-29,-1.255,-8.71,6.20,0.00,1021.75,57.22,155.73,17.38,
T083R22W5,2013-03-30,-1.175,-8.55,6.20,0.00,1021.75,55.30,155.49,14.84,
T083R22W5,2013-03-31,1.5,-4.49,7.49,0.00,1021.75,63.85,155.22,17.70,
T083R22W5,2013-04-01,-0.215,-6.95,6.52,0.00,1021.75,62.47,154.96,16.98,
T083R22W5,2013-04-02,3.355,-1.33,8.04,0.00,1021.75,64.02,154.67,15.67,
T083R22W5,2013-04-03,-4.0,-8.96,0.96,0.00,1021.75,65.72,154.44,18.89,
T083R22W5,2013-04-04,-5.12,-11.76,1.52,0.32,1022.07,76.01,154.60,14.41,
T083R22W5,2013-04-05,-13.295,-16.25,-10.34,2.09,1024.16,80.52,156.97,14.46,
T083R22W5,2013-04-06,-8.685,-12.83,-4.54,0.16,1024.32,78.52,156.97,13.60,
T083R22W5,2013-04-07,-4.86,-9.75,0.03,0.00,1024.32,69.00,156.73,16.75,
T083R22W5,2013-04-08,-6.005,-13.20,1.19,0.16,1024.48,52.10,156.70,20.92,
T083R22W5,2013-04-09,-2.25,-9.86,5.36,0.00,1024.48,56.71,156.43,15.94,
T083R22W5,2013-04-10,3.98,0.64,7.32,0.00,1024.48,65.33,156.09,16.96,
T083R22W5,2013-04-11,0.185,-4.24,4.61,0.00,1024.48,63.96,155.78,18.53,
T083R22W5,2013-04-12,-1.62,-7.90,4.66,0.00,1024.48,60.97,155.50,16.48,
T083R22W5,2013-04-13,0.735,-2.12,3.59,0.00,1024.48,69.37,155.18,15.96,
T083R22W5,2013-04-14,-0.645,-3.97,2.68,0.00,1024.48,80.19,154.87,15.73,
T083R22W5,2013-04-15,0.08,-4.05,4.21,0.00,1024.48,71.34,154.55,16.11,
T083R22W5,2013-04-16,1.33,-4.99,7.65,0.00,1024.48,58.38,154.21,21.70,
T083R22W5,2013-04-17,-0.28,-6.92,6.36,0.00,1024.48,70.81,144.25,16.09,
T083R22W5,2013-04-18,0.815,-1.38,3.01,0.00,1024.48,83.15,139.02,15.55,
T083R22W5,2013-04-19,1.925,-1.11,4.96,6.60,1031.08,90.41,146.52,14.86,
T083R22W5,2013-04-20,-5.215,-9.70,-0.73,4.02,1035.10,79.99,151.07,16.34,
T083R22W5,2013-04-21,-5.28,-11.57,1.01,0.00,1035.10,69.22,150.80,23.34,
T083R22W5,2013-04-22,-0.11,-6.78,6.56,0.00,1035.10,56.88,143.97,23.29,
T083R22W5,2013-04-23,1.3,-4.84,7.44,0.00,1035.10,50.21,131.22,22.19,
T083R22W5,2013-04-24,3.135,-2.54,8.81,0.00,1035.10,60.01,116.19,16.44,
T083R22W5,2013-04-25,5.895,2.11,9.68,0.00,1035.10,64.72,99.92,16.85,
T083R22W5,2013-04-26,7.315,4.13,10.50,0.00,1035.10,61.60,82.45,13.72,
T083R22W5,2013-04-27,2.07,-4.85,8.99,0.16,1035.26,64.12,66.70,15.16,
T083R22W5,2013-04-28,0.48,-4.91,5.87,0.16,1035.42,67.63,56.24,18.94,
T083R22W5,2013-04-29,-4.82,-9.69,0.05,2.09,1037.51,82.70,58.45,10.41,
T083R22W5,2013-04-30,-5.08,-10.06,-0.10,0.48,1037.99,64.91,58.72,24.67,
T083R22W5,2013-05-01,3.995,-1.37,9.36,0.00,1037.99,51.66,44.73,22.05,
T083R22W5,2013-05-02,9.285,3.94,14.63,0.00,1037.99,53.52,20.46,20.36,
T083R22W5,2013-05-03,10.125,3.73,16.52,0.00,1037.99,49.44,0.00,20.86,
T083R22W5,2013-05-04,13.125,5.43,20.82,0.00,1037.99,48.27,0.00,22.56,
T083R22W5,2013-05-05,15.88,6.50,25.26,0.00,1037.99,35.78,0.00,25.83,
T083R22W5,2013-05-06,13.6,1.71,25.49,0.00,1037.99,41.46,0.00,21.95,
T083R22W5,2013-05-07,6.165,-0.69,13.02,0.00,1037.99,59.42,0.00,23.59,
T083R22W5,2013-05-08,9.625,1.30,17.95,0.00,1037.99,42.72,0.00,24.99,
T083R22W5,2013-05-09,9.455,1.39,17.52,0.00,1037.99,46.47,0.00,23.62,
T083R22W5,2013-05-10,8.625,2.52,14.73,0.00,1037.99,43.79,0.00,26.07,
T083R22W5,2013-05-11,14.405,5.35,23.46,0.00,1037.99,37.98,0.00,20.72,
T083R22W5,2013-05-12,15.46,8.98,21.94,6.20,1044.19,43.39,0.00,19.05,
T083R22W5,2013-05-13,12.715,5.97,19.46,0.00,1044.19,40.59,0.00,23.18,
T083R22W5,2013-05-14,12.1,5.28,18.92,0.00,1044.19,38.87,0.00,24.01,
T083R22W5,2013-05-15,11.62,4.75,18.49,0.00,1044.19,39.27,0.00,22.15,
T083R22W5,2013-05-16,11.77,4.38,19.16,0.00,1044.19,44.65,0.00,24.59,
T083R22W5,2013-05-17,13.235,4.62,21.85,0.00,1044.19,40.53,0.00,23.47,
T083R22W5,2013-05-18,15.945,8.52,23.37,0.00,1044.19,40.79,0.00,23.50,
T083R22W5,2013-05-19,12.33,5.63,19.03,0.00,1044.19,44.29,0.00,26.29,
T083R22W5,2013-05-20,10.565,3.70,17.43,0.36,1044.55,36.76,0.00,19.24,
T083R22W5,2013-05-21,11.8,5.63,17.97,9.85,1054.40,72.17,0.00,18.47,
T083R22W5,2013-05-22,15.515,8.07,22.96,0.00,1054.40,41.42,0.00,26.49,
T083R22W5,2013-05-23,15.71,8.16,23.26,0.12,1054.52,39.90,0.00,24.30,
T083R22W5,2013-05-24,14.32,6.76,21.88,0.00,1054.52,47.86,0.00,15.38,
T083R22W5,2013-05-25,11.605,4.85,18.36,1.46,1055.98,63.83,0.00,17.84,
T083R22W5,2013-05-26,10.08,4.49,15.67,0.24,1056.22,76.13,0.00,14.04,
T083R22W5,2013-05-27,12.49,4.38,20.60,0.00,1056.22,68.63,0.00,22.33,
T083R22W5,2013-05-28,13.805,6.53,21.08,0.24,1056.46,67.03,0.00,20.90,
T083R22W5,2013-05-29,14.755,9.38,20.13,0.85,1057.31,75.20,0.00,15.98,
T083R22W5,2013-05-30,15.565,10.84,20.29,6.81,1064.12,80.33,0.00,14.08,
T083R22W5,2013-05-31,13.245,8.84,17.65,0.24,1064.36,82.72,0.00,13.40,
T083R22W5,2013-06-01,13.775,8.14,19.41,6.68,1071.04,69.43,0.00,20.46,
T083R22W5,2013-06-02,13.275,8.14,18.41,0.46,1071.50,71.18,0.00,14.42,
T083R22W5,2013-06-03,13.895,9.18,18.61,10.01,1081.51,84.64,0.00,16.51,
T083R22W5,2013-06-04,15.465,8.45,22.48,0.12,1081.63,65.03,0.00,25.52,
T083R22W5,2013-06-05,12.705,7.54,17.87,1.96,1083.59,64.94,0.00,14.62,
T083R22W5,2013-06-06,13.355,7.55,19.16,0.00,1083.59,50.99,0.00,26.94,
T083R22W5,2013-06-07,12.775,9.60,15.95,5.75,1089.34,67.64,0.00,11.23,
T083R22W5,2013-06-08,11.365,7.78,14.95,8.40,1097.74,88.16,0.00,11.15,
T083R22W5,2013-06-09,9.52,5.77,13.27,5.41,1103.15,79.14,0.00,15.87,
T083R22W5,2013-06-10,6.345,4.65,8.04,5.41,1108.56,82.20,0.00,6.34,
T083R22W5,2013-06-11,9.52,5.94,13.10,0.00,1108.56,84.62,0.00,11.37,
T083R22W5,2013-06-12,11.84,7.93,15.75,4.95,1113.51,85.74,0.00,11.96,
T083R22W5,2013-06-13,13.28,9.27,17.29,2.65,1116.16,83.20,0.00,15.87,
T083R22W5,2013-06-14,13.125,9.90,16.35,4.03,1120.19,84.43,0.00,15.97,
T083R22W5,2013-06-15,12.03,9.93,14.13,0.92,1121.11,83.37,0.00,11.54,
T083R22W5,2013-06-16,12.71,9.19,16.23,3.68,1124.79,85.77,0.00,12.02,
T083R22W5,2013-06-17,15.52,8.02,23.02,0.00,1124.79,63.03,0.00,29.25,
T083R22W5,2013-06-18,16.065,9.19,22.94,0.00,1124.79,63.79,0.00,22.56,
T083R22W5,2013-06-19,17.235,11.95,22.52,0.00,1124.79,56.54,0.00,22.85,
T083R22W5,2013-06-20,18.085,11.90,24.27,0.00,1124.79,48.94,0.00,27.61,
T083R22W5,2013-06-21,16.97,9.05,24.89,0.00,1124.79,59.13,0.00,22.59,
T083R22W5,2013-06-22,17.47,9.23,25.71,0.00,1124.79,55.44,0.00,28.59,
T083R22W5,2013-06-23,17.745,9.49,26.00,0.00,1124.79,57.18,0.00,27.66,
T083R22W5,2013-06-24,15.54,11.02,20.06,0.00,1124.79,78.69,0.00,15.39,
T083R22W5,2013-06-25,15.825,11.07,20.58,2.65,1127.44,91.10,0.00,16.20,
T083R22W5,2013-06-26,14.34,13.21,15.47,50.41,1177.85,91.67,0.00,7.26,
T083R22W5,2013-06-27,16.855,11.40,22.31,0.00,1177.85,70.57,0.00,27.24,
T083R22W5,2013-06-28,17.925,11.02,24.83,0.00,1177.85,65.02,0.00,28.98,
T083R22W5,2013-06-29,19.165,13.23,25.10,0.00,1177.85,71.15,0.00,22.50,
T083R22W5,2013-06-30,20.285,13.20,27.37,0.00,1177.85,68.84,0.00,28.45,
T083R22W5,2013-07-01,21.74,13.21,30.27,0.00,1177.85,63.78,0.00,27.71,
T083R22W5,2013-07-02,19.425,13.88,24.97,0.00,1177.85,65.11,0.00,17.55,
T083R22W5,2013-07-03,18.955,14.63,23.28,0.00,1177.85,51.88,0.00,29.20,
T083R22W5,2013-07-04,16.38,8.52,24.24,0.00,1177.85,62.33,0.00,25.55,
T083R22W5,2013-07-05,12.905,11.15,14.66,11.31,1189.16,90.02,0.00,7.31,
T083R22W5,2013-07-06,13.95,11.22,16.68,7.40,1196.56,86.73,0.00,8.47,
T083R22W5,2013-07-07,15.75,11.60,19.90,0.00,1196.56,86.91,0.00,19.99,
T083R22W5,2013-07-08,17.155,9.69,24.62,0.00,1196.56,76.11,0.00,27.19,
T083R22W5,2013-07-09,17.76,11.62,23.90,0.00,1196.56,66.54,0.00,24.71,
T083R22W5,2013-07-10,14.895,8.80,20.99,1.54,1198.10,73.88,0.00,19.94,
T083R22W5,2013-07-11,13.825,9.46,18.19,0.00,1198.10,70.78,0.00,17.20,
T083R22W5,2013-07-12,9.585,6.39,12.78,0.70,1198.80,71.74,0.00,18.16,
T083R22W5,2013-07-13,9.46,4.04,14.88,0.00,1198.80,69.15,0.00,17.67,
T083R22W5,2013-07-14,11.225,5.25,17.20,0.00,1198.80,71.78,0.00,21.08,
T083R22W5,2013-07-15,15.355,8.54,22.17,3.77,1202.57,68.13,0.00,24.54,
